a	b	c	discriminant
57.54220842403881	48.08074971868062	58.67559278925581	-11193.534265223141
96.48778776312248	70.10696726438404	5.217940798543723	2901.116601687717
23.916318080321435	18.886379636110057	47.47703885686927	-4185.20851549139
31.109609617485827	67.47097267795215	47.53945366732694	-1363.4032259674186
6.122051188268588	62.60487741460959	12.06462209832774	3623.929739885979
75.17138770990009	0.3152453868159874	92.73139768197484	-27882.892012476736
23.234280339010255	19.485294562730076	5.284185376404185	-111.42027339833481
52.62747365149391	39.34826023659893	46.42300752354182	-8224.216837426091
47.99008487118863	58.51591459538526	28.713187586822137	-2087.6809759213947
72.99655347143035	53.94709284287125	67.03389364937374	-16662.68398250137
26.357361607481902	17.52611250490423	80.4970748922207	-8179.597425580692
64.59948538087295	46.232154838027895	4.748519541384409	910.4044661895796
65.89314148081482	88.73075053968701	26.16903431679905	975.7065687236145
62.90618054466393	31.34035669175865	56.53050795841362	-13242.255402087452
33.90803268510974	81.9215350716808	6.849241225429214	5782.160727140407
71.10312768733675	21.630656410981867	70.61015099225155	-19614.525031326808
70.7048047118774	35.928155665362254	11.059994201618688	-1837.1465510452813
25.227968848369784	27.038698650224227	35.63349458283558	-2864.751540479681
48.187493670777414	59.147588668348895	83.13851521201435	-12526.5094570269
25.033888531276595	89.55615495513331	19.183847003688374	6099.319740382251
5.61478811062392	68.47622120462377	36.24445585206049	3874.9731112878353
69.9002065933079	24.549362104375323	14.301768725511709	-3396.115174520174
5.569494176827933	83.73941658515918	70.18158589106298	5448.786154259533
3.4891985338090854	12.212755486160841	66.48070854382573	-778.7061665460717
48.54349226782931	16.09995891170176	21.474717895489515	-3910.622531495559
78.84193932288129	52.508138007343895	82.2616093143445	-23185.554683658185
87.44181422847433	30.600004001806074	24.900617506938104	-7773.060435953361
70.04197165825377	55.7745001273916	18.739836849312113	-2139.505621458869
33.535277962018434	79.79289990920513	27.755134448983636	2643.80228144099
95.23752176940506	6.6208217082220395	53.675246244460034	-20403.754450647695
27.55089997299356	54.459524190034315	79.60894461817549	-5807.352505518814
31.37756890999414	40.032023673298234	7.109381961019749	710.2624298220445
11.63710553867307	89.34718811237784	14.19878660658356	7321.988910540988
53.74655559331153	80.13975056412808	36.2222073155799	-1364.895896316416
25.349489021933895	24.77064233809988	87.06694304175033	-8214.825345398709
43.99438237454393	85.58327828663495	7.621967231610929	5983.20255895266
70.54329431969734	33.86908256486521	61.95707462168415	-16335.509847114008
58.81485520956646	90.10502655439198	19.015959577673414	3645.232173440363
83.24790955404427	40.40764040835491	42.04666533572745	-12368.410568300313
20.471021401540906	32.83286279445454	62.55850732603938	-4044.549289999746
35.57894617412073	12.923458297316262	68.88849847492888	-9636.904942659497
77.54396998170839	19.318509975825624	27.033939073522628	-8012.071012332214
72.6632481169159	34.79799487977172	55.83761441989592	-15018.469275745694
7.304350783608016	52.3954876020586	48.04298033905115	1341.5959967118256
44.91515860505851	82.10528288273211	52.82409123015429	-2749.132265828377
8.119920527325416	21.981764500927508	68.32266272010125	-1735.9003954356874
55.89463469527622	44.22908113851409	13.508909515288536	-1064.0906315971117
51.88564628069232	85.07291334901413	11.477817405200218	4855.264689846497
81.85506021349995	37.40519343182377	1.6300174384272847	865.4477933860705
64.52716765224056	98.29413376534421	80.28637288470068	-11060.872240606148
17.035936639326277	68.47666933440637	48.46251101253847	1386.6371751645997
39.25470491785031	84.2489448940387	36.81733127344	1316.8708157522533
52.68720855793976	63.65841058283333	83.99169205483709	-13648.757947777229
43.2108227351842	33.47907324672287	35.76677371383732	-5061.1985295728455
26.412087563238572	8.92478845994916	44.84752642485397	-4658.415330656753
13.388993423612227	59.05612618066384	93.42552953000701	-1515.8691624325265
63.36936767967407	60.36887318316578	46.040058395133826	-8025.716704334449
55.86308059244472	69.71600738702286	18.828007957292364	653.1595823337702
85.46637375908978	22.088406393653244	60.75929334765959	-20283.60820134583
64.46184408063827	47.62627120313014	8.286373905196724	131.64193803145918
18.23913677607385	68.45936844889026	7.616899820945196	4130.982417845424
65.74642076706216	98.74075954350702	37.76922606112916	-183.02811941647815
6.24251765373696	54.377592210506116	40.79844818394249	1938.1824024787607
87.97995908206995	97.75871451464104	3.8451147327029576	8203.594116158807
19.077761594353408	35.061897887737125	36.46248672384647	-1553.1538319291715
78.48298408270075	36.86185462899065	99.3765822780912	-29838.686573809697
18.5700305823645	98.9617843033478	31.013962265141085	7489.713841526461
30.66498685747204	2.1952516439725875	33.710325137013385	-4130.087579370135
2.6980793965248346	26.49530364374205	11.639479044891972	576.3841607848685
1.0116222215319088	65.76542256902479	9.160359132146663	4288.023514261226
14.783687000421105	75.86052630774729	54.00692010323779	2561.133841036348
82.6367666185439	11.331104112636558	52.35494053154662	-17177.37808772124
14.454134625325283	2.3360644364205214	39.66414525713649	-2287.786384329324
80.55401573444801	60.84636714972809	50.34099748114137	-12518.39761741517
31.68573287998337	61.193143073934365	95.3895406589035	-8345.349260182315
41.67726499734911	52.54097994259495	10.980331015454253	930.0339113693717
75.61081174459088	58.164530277293586	37.22653342247584	-7875.8010596639615
71.95703494651524	32.590166331654004	71.58705314580527	-19542.64939819814
58.381507948684714	59.20607078943257	1.3989794728037985	3178.660693477134
2.8868426623550083	52.024120057162285	61.77568939329394	1993.162285174224
3.524087380189376	27.54963951875511	99.82902234601231	-648.2421536915476
57.101924846119076	75.35153688964274	42.60221707565636	-4052.82027929753
14.902756898355339	31.125504840599604	86.99623379429356	-4217.137841653179
27.612921943539213	27.25176644465046	91.0037307487889	-9308.856880594893
96.00468296385871	67.51983143214623	97.36870756343544	-32832.47996428772
5.379535390623683	42.91737309457905	41.448177865377616	950.0131545246413
46.067112329410186	20.891162890490612	43.71774751359127	-7619.360855072595
90.04122762281887	20.215913259395382	67.22615186449637	-23803.81782003783
63.49855945413314	60.471725171143426	60.34019431095188	-11669.232118537395
84.82247950670931	57.975305123954975	94.76702795668528	-28792.36114285506
18.24794174342272	89.89095849905739	80.76302920945425	2185.3482117333833
4.803011802055514	4.573808719971775	76.51732773972265	-1449.1347865756607
93.52042816829015	92.8620827072888	60.09591465929172	-13857.416275672598
20.062449344616237	93.95639070040286	9.876318308982418	8035.230810305688
11.906100690279933	48.45578150201523	20.724403442471964	1360.97542444282
25.31261535447974	47.44660066590824	10.098353064525632	1228.7170074058886
34.93055404136823	60.8695931071707	1.6121712745653722	3479.851221711934
39.736003194606184	48.28536753924369	75.65533536644352	-9693.48587284016
71.15050287081232	88.47981195710005	78.59781371548355	-14540.418757648553
48.89851357541475	12.321631801296599	79.7234494977927	-15441.610099940111
47.082749209310435	2.741613369621321	86.5014644031048	-16283.390575049423
12.796481470784666	40.51668651163667	79.76269575282555	-2441.125547161227
14.364700499963668	12.122039925292015	36.04059202516518	-1923.9053891811336
55.342915182902686	44.59467331135961	0.8652132850181413	1797.1511859553702
12.259170836259367	46.40647818659665	58.69323150678263	-724.5601902120052
64.52762005791259	42.18352004091733	28.636709438833606	-5611.9854624691025
75.27503306663175	97.70305442609661	97.56741952231695	-19831.676078884568
47.79680206688322	7.120207313079166	96.16193403109988	-18334.234356831425
7.430958692226493	60.640733916732934	97.6386801288256	775.1026147567286
85.13584988467134	11.023375137225358	88.43080284886514	-29993.0114266718
72.13612761241598	15.569585145929313	27.521919674901373	-7698.886857613047
92.04060551288903	71.85866655740983	47.45036683737992	-12305.774022675618
98.44386682316824	32.421163921411996	86.60173434476356	-33050.506539946124
53.85440095326431	37.52524951434942	89.72554824055102	-17920.318251678193
90.66807780930364	90.87877485613035	44.43229403570166	-7855.411052148194
7.542759293326445	37.61634650988986	34.024031508912174	388.4492053109866
22.001196556389033	22.20048817125513	86.92164581640803	-7156.659183404456
23.99338353677652	34.55231071292105	31.380937436437375	-1817.8772950218834
11.595146741756803	65.13634481458543	52.7124900414478	1797.9071871886445
90.0269933304295	39.79767414605138	12.041639906730898	-2752.4356748474993
96.56268013001116	51.54865896424857	64.7984260468914	-22371.174508164226
23.654308712640038	68.90130019761351	33.816314259914634	1547.7830208109663
77.29725469753481	97.45044829361572	11.747835815254064	5864.288044000612
78.9885580913174	78.97394904167304	83.92536541208749	-20279.68977751408
72.5161956118693	38.15526884067007	50.666411940320984	-13240.71721655966
51.28004599394471	82.76023007536347	44.35382691901533	-2248.609455531181
56.992037518697835	48.410089254072616	69.8507433061236	-13580.207991258836
8.705041129981446	41.113258042406876	33.98237650015527	507.0280463480674
78.06774568193545	34.02449824542782	28.62558513120943	-7781.273119226282
79.88830255859745	11.334842227767775	51.3956060371639	-16295.15225278932
0.523714624644869	47.21157707061623	90.65915674578672	2039.0149045117762
52.651671085831275	42.8899341607238	31.077292529662184	-4705.5390857285165
63.7523556389442	16.840881674126305	87.42163235130583	-22009.724689227995
41.42181635993097	38.46338651802404	16.065973902963606	-1182.4951801730945
43.69284597294169	12.017849160792263	32.66516090641734	-5564.506678210241
65.91930591303964	34.648045346008324	85.93288173768511	-21458.05663072304
17.240992371021772	42.41398532976313	1.802935155850178	1674.6085864835225
41.739056671897224	9.687581322009386	20.04199125893126	-3252.2860040262576
58.985184482958935	33.78406405777096	80.47233784911744	-17845.339790961192
34.25039921127574	45.77256693343581	34.463827071208094	-2626.471458473135
72.68428530759101	94.57140145765491	70.73398018163256	-11621.245212188143
91.15635487283075	99.62682622062465	13.734475956369957	4917.565445709658
41.50996544172489	37.204920485664154	80.28791556033015	-11946.788292845129
38.381589595634665	32.18295045013799	63.370329315969535	-8693.273589706998
64.81449452960837	51.108528474716444	10.165471185061989	-23.397823209465514
26.401632219499124	78.27896781553731	66.08259301716684	-851.1564655343936
22.109588456995407	66.2036090919755	1.708943416241037	4231.781714285576
63.19367070185769	60.92250019210115	3.5183422157955633	2822.203192050848
67.07245169452838	54.335933074470084	94.11359484097304	-22297.324552005026
78.1077769530935	1.2690936146693248	88.04158543538882	-27505.31947253351
10.791856935247806	94.67447464151596	43.04705838516094	7105.025366343382
36.75728302654729	44.2764861218451	8.520200978477472	707.6894680620956
38.856486414056334	70.13126603531929	63.117782741366796	-4891.746594584385
36.69415301537223	21.389477368320193	41.46575818197996	-5628.6937604221
54.10223275698998	99.04713314088008	74.28557498263761	-6265.727289362743
25.02402312229967	10.656272522037197	11.72662230584869	-1060.2329268482056
41.87247285826908	47.96947709136385	48.22227006998039	-5775.67204625862
42.588695191310435	92.21596538639236	58.37838555036671	-1441.2527997171655
86.49970544957475	82.64167959406319	11.722812276534727	2773.5679702841503
15.91467360106171	50.65735180766032	68.7263358856082	-1808.8615215004884
11.559143017382292	86.24694746230082	14.596524589920197	6763.642685398379
12.584297178306906	77.40075745024637	93.09068008311863	1304.9541230852265
47.09828628002811	59.73449867530282	85.55265922384694	-12549.32421257997
59.218828068001244	70.04662646742705	59.01969817652181	-9073.779556295834
7.624436586914545	10.056587275451298	70.9230089942711	-2061.8569908911904
60.90062513585332	52.42217311648474	88.28346543750688	-18757.988702959978
